ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
0.48,Nowhere to Run,Escaped convict Sam Gillen single handedly takes on ruthless developers determined to evict Clydie - a widow with two young children. Nobody knows who Sam is.,1,business|escaped convict|farm|motorcycle|widow,Action Crime Drama,15-Jan-93,94,Robert Harmon,Kieran Culkin,0,Rosanna Arquette,0,Joss Ackland,0,5.6,17636,?,15000000,15000000,English,USA,R,1.85
0.4,Flicka,Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of one day taking over the family ranch.,3,father son relationship|horse|horse ranch|ranch|wild mustang,Adventure Drama Family,20-Oct-06,95,Michael Mayer,Alison Lohman,0,Danny Pino,121477,Tim McGraw,2639169,6.2,6235,57,15000000,15000000,English,USA,PG,2.35
0.39,The Hills Have Eyes II,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,1,desert|fight|hill|murder|mutant,Action Horror Thriller,23-Mar-07,89,Martin Weisz,Jeff Kober,0,Daniella Alonso,2630,Jacob Vargas,7885,5.1,51407,32,15000000,15000000,English,USA,R,2.35
0.53,Urban Legends: Final Cut,A film school is the center of a fresh spate of killings based on urban legends.,3,film set|movie set|sequel|slow motion|urban legend,Horror Mystery Romance,22-Sep-00,97,John Ottman,Loretta Devine,42442,Joey Lawrence,198062,Jacinda Barrett,15711,4.1,13385,16,14000000,14000000,English,USA,R,2.35
0.28,Tuck Everlasting,A young woman meets and falls in love with a young man who is part of a family of immortals.,1,fountain of youth|immortality|secret|woods|young man,Drama Romance Family,11-Oct-02,90,Jay Russell,William Hurt,0,Sissy Spacek,0,Jonathan Jackson,158180,6.7,18402,66,15000000,15000000,English,USA,PG,2.35
-0.06,The Marine,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,1,beating|marine|muscleman|tied up|tough guy,Action Drama Thriller,13-Oct-06,92,John Bonito,Kelly Carlson,0,Firass Dirani,16274,Drew Powell,27029,4.7,28006,45,20000000,20000000,English,USA,PG-13,1.85
0.37,Keanu,Friends hatch a plot to retrieve a stolen kitten by posing as drug dealers for a street gang.,1,car chase|gangsta|gun fight|hitman|kitten,Action Comedy,29-Apr-16,100,Peter Atencio,Nia Long,851617,Will Forte,165771,Keegan-Michael Key,422624,6.3,28774,63,15000000,15000000,English,USA,R,2.35
0.35,Country Strong,A rising country-music songwriter works with a fallen star to work their way to fame causing romantic complications along the way.,1,country music|panties|pink panties|relapse|songwriter,Drama Music,7-Jan-11,117,Shana Feste,Leighton Meester,1944052,Cinda McCain,0,Tim McGraw,2639169,6.3,15119,45,15000000,15000000,English,Official site,PG-13,2.35
0.16,Disturbing Behavior,The new kid in town stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.,1,blue ribbon|high school|jacket|jock|yogurt,Horror Mystery Sci-Fi,24-Jul-98,84,David Nutter,Bruce Greenwood,0,Ethan Embry,29031,Katharine Isabelle,0,5.5,17731,?,15000000,15000000,English,Australia,R,1.85
0.43,The Place Beyond the Pines,A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.,1,bank|carnival|motorcycle|police|rookie cop,Crime Drama Thriller,19-Apr-13,140,Derek Cianfrance,Ryan Gosling,2220054,Ben Mendelsohn,152,Angelo Anthony Pizza,0,7.3,196211,68,15000000,15000000,English,USA,R,2.35
0.67,The November Man,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,3,critically bashed|premarital sex|sex scene|sex standing up|stripper,Action Crime Thriller,27-Aug-14,108,Roger Donaldson,Luke Bracey,17039,Akie Kotabe,0,Will Patton,0,6.3,53128,38,15000000,15000000,English,USA,R,2.35
0.1,Eye of the Beholder,A private eye shadows a female serial killer of men all over the U.S. without her knowing as he strangely enough occasionally acts as her guardian angel.,2,chicago illinois|false identity|femme fatale|new york city|spying,Drama Mystery Thriller,28-Jan-00,109,Stephan Elliott,Jason Priestley,92805,Patrick Bergin,0,GeneviÃ¨ve Bujold,0,4.9,13504,29,15000000,15000000,English,Canada,R,2.35
0.05,The Hurt Locker,During the Iraq War a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.,1,army|bomb|dangerous job|death|iraq,Drama History Thriller,31-Jul-09,131,Kathryn Bigelow,Jeremy Renner,2423131,Christian Camargo,14008,Brian Geraghty,0,7.6,346566,94,15000000,15000000,English,USA,R,1.85
0.01,Firestarter,A couple who participated in a potent medical experiment gain telekinetic ability and then have a child who is pyrokinetic.,3,captain|experiment|fire|psychic|secret government agency,Action Horror Sci-Fi,11-May-84,114,Mark L. Lester,Heather Locklear,0,George C. Scott,0,David Keith,21947,6,23388,?,15000000,15000000,English,USA,R,2.35
0,Killing Them Softly,Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game causing the local criminal economy to collapse.,1,exploding car|hit by a car|poker game|punched in the face|shot to death,Crime Thriller,30-Nov-12,97,Andrew Dominik,Brad Pitt,56075,Sam Shepard,0,Ben Mendelsohn,152,6.2,114677,64,15000000,15000000,English,USA,R,2.35
0.15,A Most Wanted Man,A Chechen Muslim illegally immigrates to Hamburg where he gets caught in the international war on terror.,1,intelligence|intelligence agency|secret service|surveillance camera|war on terror,Crime Drama Thriller,1-Aug-14,122,Anton Corbijn,Philip Seymour Hoffman,414,Nina Hoss,0,Homayoun Ershadi,0,6.8,60060,73,15000000,15000000,English,UK,R,2.35
-0.05,Freddy Got Fingered,An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave he begins to spread rumors that his father is sexually abusing Freddy.,1,animator|bamboo cane|cartoonist|sausage|slacker,Comedy,20-Apr-01,87,Tom Green,Rip Torn,0,Harland Williams,27701,Eddie Kaye Thomas,0,4.5,40315,13,15000000,15000000,English,USA,R,1.85
-0.15,The Pirates Who Don't Do Anything: A VeggieTales Movie,Three lazy misfits - very timid Elliot (Larry the Cucumber) lazy Sedgewick (Mr. Lunt) and no self-confident George (Pa Grape) - dream of the day of putting on a show about pirates. With ...,1,17th century|king|pirate|vegetable|waiter,Animation Adventure Comedy,11-Jan-08,85,Mike Nawrocki,Yuri Lowenthal,45744,Cam Clarke,0,Phil Vischer,0,5.7,2081,49,15000000,15000000,English,USA,G,1.85
?,U2 3D,A 3-D presentation of U2's global Vertigo tour. Shot at seven different shows this production employs the greatest number of 3-D cameras ever used for a single project.,3,3d in title|digit in title|rock band|rocker|u2,Documentary Music,22-Feb-08,85,Catherine Owens,Bono,142288,The Edge,137185,Larry Mullen Jr.,0,8.4,2683,83,?,?,English,USA,G,1.78
-0.15,Highlander: Endgame,Immortals Connor and Duncan MacLeod must join forces against Kell an evil immortal who has become too strong for anyone to face alone.,1,battle|explosion|immortal|revenge|sequel to cult film,Action Adventure Fantasy,1-Sep-00,87,Douglas Aarniokoski,Christopher Lambert,0,Adrian Paul,18774,Adam Copeland,1042531,4.6,16705,21,15000000,15000000,English,USA,R,2.35
-0.16,Idlewild,A musical set in the Prohibition-era American South where a speakeasy performer and club manager Rooster must contend with gangsters who have their eyes on the club while his piano player ...,2,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,Crime Drama Musical,25-Aug-06,121,Bryan Barber,Cicely Tyson,18555,Faizon Love,35645,Bobb'e J. Thompson,0,6.2,4658,55,15000000,15000000,English,USA,R,2.35
-0.08,One Day,After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together sometimes not on that day.,1,23 year time span|accidental death|best friend|loss of loved one|male female friendship,Drama Romance,19-Aug-11,107,Lone Scherfig,Anne Hathaway,5849,Jim Sturgess,75663,Rafe Spall,0,7,111090,48,15000000,15000000,English,USA,PG-13,2.35
-0.13,Whip It,In Bodeen Texas an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.,1,beauty pageant|friend|pageant|roller derby|texas,Drama Sport,2-Oct-09,111,Drew Barrymore,Daniel Stern,5082,Jimmy Fallon,44959221,Alia Shawkat,38294,6.9,56778,68,15000000,15000000,English,USA,PG-13,2.35
?,Knockaround Guys,The wannabe sons of mobsters go to a remote town in the Midwest and get themselves into more trouble than anyone could anticipate.,1,mob|mobster|money|montana|sheriff,Crime Drama Thriller,11-Oct-02,92,Brian Koppelman,Vin Diesel,42331,Tom Noonan,0,Kevin Gage,0,6.1,20088,30,?,?,English,USA,R,2.35
-0.19,Confidence,Jake Vig (Burns) is a consummate grifter about to pull his biggest con yet one set to avenge his friend's murder. But his last scam backfired leaving him indebted to a mob boss (Hoffman) and his enforcer.,1,con|grifter|lap dance|organized crime|shot in the forehead,Crime Thriller,25-Apr-03,97,James Foley,Louis Lombardi,0,Brian Van Holt,0,Leland Orser,5291,6.7,30952,59,15000000,15000000,English,USA,R,2.35
-0.23,The Muse,With his career on the skids a Hollywood screenwriter enlists the aid of a modern-day muse who proves to test his patience.,1,directed by star|muse|satire|screenwriter|tiffany's,Comedy,27-Aug-99,97,Albert Brooks,Jeff Bridges,160372,Bradley Whitford,110583,Albert Brooks,1169775,5.6,9194,56,15000000,15000000,English,USA,PG-13,1.37
-0.33,De-Lovely,Inspecting a magical biographical stage musical composer Cole Porter reviews his life and career with his wife Linda.,3,cole porter|composer|love|party|tears,Biography Drama Music,6-Aug-04,125,Irwin Winkler,Kevin McNally,9026,Keith Allen,0,Sandra Nelson,0,6.6,9795,53,20000000,20000000,English,USA,PG-13,2.35
-0.28,New York Stories,A middle-aged artist obsessed with his pretty young assistant a precocious 12 year old living in a hotel and a neurotic lawyer with a possessive mother make up three Gotham tales.,2,12 year old|artist|hotel|three word title|written and directed by cast member,Comedy Drama Romance,10-Mar-89,124,Woody Allen,Woody Allen,303622,Larry David,1122521,Mia Farrow,767085,6.4,14153,?,15000000,15000000,English,USA,PG,1.85
-0.26,Barney's Great Adventure,?,2,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,Adventure Family,3-Apr-98,76,Steve Gomer,Trevor Morgan,6938,Kyla Pratt,603687,Shirley Douglas,0,2.8,2744,?,15000000,15000000,English,Canada,G,1.85
0.04,The Man with the Iron Fists,On the hunt for a fabled treasure of gold a band of warriors assassins and a rogue British soldier descend upon a village in feudal China where a humble blacksmith looks to defend himself and his fellow villagers.,2,blacksmith|box office flop|chop socky|critically bashed|village,Action,2-Nov-12,95,RZA,Rick Yune,3779,RZA,680753,Daniel Wu,122946,5.4,54565,51,15000000,15000000,English,USA,R,2.35
-0.3,Home Fries,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.,1,baby|infidelity|pilot|pregnant|waitress,Comedy Romance Drama,25-Nov-98,91,Dean Parisot,Catherine O'Hara,0,Jake Busey,8499,Shelley Duvall,0,5,7270,45,15000000,15000000,English,USA,PG-13,1.85
-0.3,Here on Earth,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,3,diner|love|private school|school|small town,Drama Romance,24-Mar-00,96,Mark Piznarski,Bruce Greenwood,0,Chris Klein,28372,Elaine Hendrix,26660,5.1,7481,25,15000000,15000000,English,USA,PG-13,1.85
-0.34,Brazil,A bureaucrat in a retro-future world tries to correct an administrative error and himself becomes an enemy of the state.,1,black comedy|bureaucracy|dream|terrorist|wrongful arrest,Drama Sci-Fi,18-Dec-85,132,Terry Gilliam,Robert De Niro,32787,Bob Hoskins,0,Jim Broadbent,0,8,155989,88,15000000,15000000,English,UK,R,1.85
-0.31,Raise Your Voice,A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.,2,music school|scholarship|small town|stage fright|three word title,Family Music Romance,8-Oct-04,103,Sean McNamara,Oliver James,148,Rebecca De Mornay,0,Jason Ritter,185894,5.9,23306,33,15000000,15000000,English,USA,PG,2.35
?,The Dead Zone,Johnny Smith has been leading an idyllic small-town life. Employed as a science teacher Johnny takes great pleasure in showing his young students the wonders of the natural world. He is ...,3,psychic|psychic power|psychometry|spin off|supernatural power,Drama Fantasy Mystery,16-Jun-02,60,?,David Ogden Stiers,0,Nicole de Boer,0,Chris Bruno,2180,7.5,7250,?,?,?,English,Canada,TV-14,?
0.16,The Big Lebowski,The Dude Lebowski mistaken for a millionaire Lebowski seeks restitution for his ruined rug and enlists his bowling buddies to help get it.,1,death|drug|nihilism|rug|white russian,Comedy Crime Mystery,6-Mar-98,117,Joel Coen,Philip Seymour Hoffman,414,Jeff Bridges,160372,Steve Buscemi,0,8.2,560874,69,15000000,15000000,English,USA,R,1.85
-0.37,Black Snake Moan,A God-fearing bluesman takes to a wild young woman who as a victim of childhood sexual abuse looks everywhere for love never quite finding it.,1,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,Drama Music,2-Mar-07,116,Craig Brewer,Justin Timberlake,58228791,Michael Raymond-James,147767,S. Epatha Merkerson,20455,7,54126,52,15000000,15000000,English,USA,R,2.35
-0.4,Dark Blue,A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.,1,corrupt|criminal|investigation|lapd|police,Crime Drama Romance,21-Feb-03,118,Ron Shelton,Khandi Alexander,0,Dash Mihok,15257,Michael Michele,2660,6.6,17572,57,15000000,15000000,English,USA,R,2.35
-0.43,A Mighty Heart,Mariane Pearl embarks on a frantic search to locate her journalist husband Daniel when he goes missing in Pakistan.,1,fbi|journalist|missing|pakistan|reporter,Biography Drama History,22-Jun-07,108,Michael Winterbottom,Angelina Jolie Pitt,0,Archie Panjabi,29896,Dan Futterman,0,6.7,24525,74,16000000,16000000,English,USA,R,2.35
-0.42,Whatever It Takes,A modern-day remake of the Cyrano DeBergerac tale.,2,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,Comedy Drama Romance,24-Mar-00,94,David Raynr,James Franco,83262,Jodi Lyn O'Keefe,42864,Marla Sokoloff,18275,5.5,8233,20,15000000,15000000,English,USA,PG-13,1.85
-0.57,Boat Trip,Two straight men mistakenly end up on a gays only cruise.,1,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,Comedy,21-Mar-03,94,Mort Nathan,Vivica A. Fox,506485,Lin Shaye,4356,Bob Gunton,0,4.9,27051,18,20000000,20000000,English,USA,R,1.85
-0.44,The Importance of Being Earnest,In 1890s London two friends use the same pseudonym (Ernest) for their on-the-sly activities. Hilarity ensues.,1,comedy of manners|false identity|farce|love|period drama,Comedy Drama Romance,21-Jun-02,97,Oliver Parker,Colin Firth,0,Tom Wilkinson,1966,Rupert Everett,0,6.9,19427,60,15000000,15000000,English,UK,PG,2.35
?,The Love Letter,20th century computer games designer Scott exchanges love letters with 19th century poet Elizabeth Whitcomb through an antique desk that can make letters travel through time.,2,antique|desk|letter|love|time travel,Fantasy Romance,1-Feb-98,99,Dan Curtis,Jennifer Jason Leigh,0,Campbell Scott,5013,Estelle Parsons,0,7.4,1520,?,?,?,English,USA,UNRATED,1.33
-0.46,Hoot,A young man (Lerman) moves from Montana to Florida with his family where he's compelled to engage in a fight to protect a population of endangered owls.,1,fight|florida|montana|owl|school,Adventure Comedy Family,5-May-06,91,Wil Shriner,Logan Lerman,1546218,Neil Flynn,0,Tim Blake Nelson,0,5.6,6751,46,15000000,15000000,English,USA,PG,1.85
-0.48,In Bruges,Guilt-stricken after a job gone wrong hitman Ray and his partner await orders from their ruthless boss in Bruges Belgium the last place in the world Ray wants to be.,1,bruges|bullet|hope|irish|tourist,Comedy Crime Drama,29-Feb-08,107,Martin McDonagh,Elizabeth Berrington,0,Anna Madeley,0,Eric Godon,0,8,318125,67,15000000,15000000,English,UK,R,2.35
-0.39,Peeples,Sparks fly when Wade Walker crashes the Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's hand in marriage.,2,african american,Comedy Romance,10-May-13,95,Tina Gordon Chism,Tyler James Williams,354512,S. Epatha Merkerson,20455,Diahann Carroll,0,5.3,4152,52,15000000,15000000,English,USA,PG-13,2.35
-0.57,The Rocker,The Rocker tells the story of a failed drummer who is given a second chance at fame. Robert Fish Fishman is the extremely dedicated and astoundingly passionate drummer for the eighties ...,3,20 years later|drummer|hdtv|rock band|rock star,Comedy Music,20-Aug-08,102,Peter Cattaneo,Emma Stone,79735,Bradley Cooper,2159,Josh Gad,227514,6.2,32980,53,15000000,15000000,English,USA,PG-13,1.85
-0.58,Post Grad,Ryden Malby graduates from college and is forced to move back into her childhood home with her eccentric family while she attempts to find a job the right guy and just a hint of where her life is headed.,1,graduation|graduation speech|title directed by female|tv studio|unemployment,Comedy Romance,21-Aug-09,88,Vicky Jenson,J.K. Simmons,181,Zach Gilford,20573,Bobby Coleman,0,5.3,11915,35,15000000,15000000,English,USA,PG-13,1.85
-0.5,Promised Land,A salesman for a natural gas company experiences life-changing events after arriving in a small town where his corporation wants to tap into the available resources.,3,corporate greed|corporation|natural gas|salesman|small town,Drama,4-Jan-13,106,Gus Van Sant,Matt Damon,0,Hal Holbrook,0,Terry Kinney,0,6.6,31203,55,15000000,15000000,English,USA,R,1.85
-0.65,Whatever Works,A middle-aged misanthropic divorcÃ©e from New York City surprisingly enters a fulfilling Pygmalion-type relationship with a much younger unsophisticated Southern girl.,1,atheist|limp|quantum mechanics|religion|runaway,Comedy Romance,3-Jul-09,93,Woody Allen,Larry David,1122521,Michael McKean,165911,Conleth Hill,0,7.2,60761,45,15000000,15000000,English,USA,PG-13,1.85
-0.65,The In Crowd,A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader who harbors some dark secrets too terrifying to tell.,1,clique|country club|female protagonist|lip gloss|title directed by female,Drama Mystery Thriller,19-Jul-00,105,Mary Lambert,Matthew Settle,56333,Susan Ward,0,A.J. Buckley,0,4.6,3708,14,15000000,15000000,English,USA,PG-13,1.85
-0.67,Three Burials,Ranch hand Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.,3,cemetery|friend|journey|mexico|promise,Adventure Crime Drama,24-Feb-06,121,Tommy Lee Jones,Levon Helm,20675,Dwight Yoakam,60761,Guillermo Arriaga,0,7.4,34848,77,15000000,15000000,English,France,R,2.35
-0.67,Jakob the Liar,In 1944 Poland a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out near curfew. While waiting for the German Kommondant Jakob overhears a German ...,1,german|ghetto|hope|nazi|radio,Drama War,24-Sep-99,120,Peter Kassovitz,Robin Williams,55831,Mark Margolis,0,Michael Jeter,0,6.5,12860,40,15000000,15000000,English,France,PG-13,1.85
-0.72,Kiss Kiss Bang Bang,A murder mystery brings together a private eye a struggling actress and a thief masquerading as an actor.,2,actor|detective sergeant|hotel|nightclub|thief,Comedy Crime Mystery,18-Nov-05,103,Shane Black,Robert Downey Jr.,7886110,Corbin Bernsen,68437,Larry Miller,4632,7.6,181536,72,15000000,15000000,English,USA,R,2.35
-0.8,Idle Hands,A teenage slacker's right hand becomes possessed with murderous intent.,3,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,Comedy Fantasy Horror,30-Apr-99,92,Rodman Flender,Vivica A. Fox,506485,Fred Willard,121414,Elden Henson,0,6.2,34379,31,20000000,20000000,English,USA,R,1.85
-0.52,Mulholland Drive,After a car wreck on the winding Mulholland Drive renders a woman amnesiac she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.,1,amnesia|car accident|female protagonist|lesbian sex|loss of memory,Drama Mystery Thriller,19-Oct-01,147,David Lynch,Naomi Watts,771,Robert Forster,0,Laura Harring,16285,8,246839,81,15000000,15000000,English,France,R,1.85
?,Blood and Chocolate,A young teenage werewolf (Bruckner) is torn between honoring her family's secret and her love for a man (Dancy).,1,colorado|love|murder|rocky mountains|werewolf,Drama Fantasy Horror,26-Jan-07,98,Katja von Garnier,Olivier Martinez,0,Agnes Bruckner,17188,Chris Geere,27582,5.5,15601,33,?,?,English,USA,PG-13,2.35
-0.85,You Will Meet a Tall Dark Stranger,Sally's parents' marriage breaks up when her father undergoes a mid-life crisis and impulsively weds a prostitute. Meanwhile Sally's own marriage also begins to disintegrate.,1,call girl|charlatan|fortune teller|manuscript|writer,Comedy Drama Romance,22-Oct-10,98,Woody Allen,Anthony Hopkins,113059,Naomi Watts,771,Ewen Bremner,0,6.3,37680,51,22000000,22000000,English,USA,R,1.85
-0.84,Never Let Me Go,The lives of three friends from their early school days into young adulthood when the reality of the world they live in comes knocking.,2,boarding school|childhood|love|love triangle|organ donation,Drama Romance Sci-Fi,15-Oct-10,103,Mark Romanek,Andrew Garfield,0,Charlie Rowe,50473,Charlotte Rampling,0,7.2,113858,69,15000000,15000000,English,UK,R,2.35
?,The Company,Real-life figures from the Cold War era mix with a fictional story based on a group of CIA operatives and their counterparts in the KGB MI6 and the Mossad.,2,cia|mole|revolution|spy|ussr,Drama History Romance,5-Aug-07,286,?,Anna Silk,124045,Tom Hollander,0,Alessandro Nivola,3298,7.9,3917,?,?,?,English,USA,?,1.78
-0.85,Transsiberian,A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,3,35 mm digital camera|drugs|murder|train|travel,Crime Drama Mystery,5-Sep-08,111,Brad Anderson,Thomas Kretschmann,0,Eduardo Noriega,69827,Mac McDonald,24990,6.7,43719,72,15000000,15000000,English,Spain,R,2.35
-0.87,The Clan of the Cave Bear,A young Cro-Magnon woman is raised by Neanderthals.,2,cave bear|cro magnon|neanderthal|survival|tradition,Adventure Drama Fantasy,17-Jan-86,98,Michael Chapman,Curtis Armstrong,97753,Pamela Reed,0,Mike Muscat,0,5.3,5169,?,15000000,15000000,English,USA,R,2.35
-0.87,Crazy in Alabama,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,1,abusive husband|alabama|boy|dream|sheriff,Comedy Crime Drama,22-Oct-99,111,Antonio Banderas,Meat Loaf,99863,Elizabeth Perkins,26283,Noah Emmerich,7307,6.3,6002,46,15000000,15000000,English,USA,PG-13,2.35
-0.91,Funny Games,Two psychopathic young men take a family hostage in their cabin.,2,breaking the fourth wall|looking at the camera|remake|serial killer|violence,Crime Drama Horror,4-Apr-08,111,Michael Haneke,Naomi Watts,771,Siobhan Fallon Hogan,0,Brady Corbet,0,6.5,72367,44,15000000,15000000,English,USA,R,1.85
?,Listening,A team of genius-but-broke grad students invent mind-reading technology that destroys their lives and threatens the future of free-will itself.,1,divorce papers|fainting|mind control|playground|technology,Drama Sci-Fi Thriller,11-Sep-15,100,Khalil Sullins,Thomas Stroppel,0,Kalim Chandler,0,Amber Marie Bollinger,0,5.6,2363,35,?,?,English,Cambodia,?,2.35
?,Felicia's Journey,A lonely middle-aged catering manager spends all of his time studying tapes of an eccentric TV chef. Meanwhile a young woman is making her way from Ireland to find her boyfriend who moved...,1,caterer|catering|chef|friend|lawn mower,Drama Thriller,24-Nov-99,116,Atom Egoyan,Bob Hoskins,0,Elaine Cassidy,0,Gerard McSorley,0,7,6828,72,?,?,English,Canada,PG-13,2.35
-1,Metropolis,In a futuristic city sharply divided between the working class and the city planners the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.,1,art deco|bible quote|dance|silent film|worker,Drama Sci-Fi,13-Mar-27,153,Fritz Lang,Brigitte Helm,0,Gustav FrÃ¶hlich,0,Rudolf Klein-Rogge,0,8.3,117931,98,6000000,6000000,German,Germany,NOT RATED,1.33
-0.9,District B13,Set in the ghettos of Paris in 2010 an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.,1,bomb|gang|police|sister|undercover cop,Action Crime Thriller,2-Jun-06,84,Pierre Morel,David Belle,0,Cyril Raffaelli,0,Dany Verissimo-Petit,0,7.2,57154,70,12000000,12000000,French,France,R,2.35
-0.92,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,1,death|finger gun|video message|what happened to epilogue|wheelchair,Crime Drama,1-Dec-95,115,Gary Fleder,Steve Buscemi,0,Bill Cobbs,0,Treat Williams,0,6.8,22864,46,7000000,7000000,English,USA,R,1.85
-0.96,The Assassin,A female assassin receives a dangerous mission to kill a political leader in eighth-century China.,2,black magic|china|love|refusal to kill|wuxia,Action Drama History,27-Aug-15,105,Hsiao-Hsien Hou,Qi Shu,0,Chen Chang,0,Satoshi Tsumabuki,0,6.4,11224,80,15000000,15000000,Mandarin,Taiwan,NOT RATED,1.37
-0.98,Buffalo Soldiers,A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.,2,berlin wall|germany|murder|soldier|specialist,Comedy Crime Drama,31-Oct-02,98,Gregor Jordan,Dean Stockwell,0,Scott Glenn,25126,Leon,6386,6.9,21056,56,15000000,15000000,English,UK,R,2.35
?,The Return,In the Russian wilderness two brothers face a range of new conflicting emotions when their father - a man they know only through a single photograph - resurfaces.,3,boy|photograph|return|russian|wilderness,Drama Mystery Thriller,25-Jun-03,105,Andrey Zvyagintsev,Konstantin Lavronenko,0,Vladimir Garin,0,Nataliya Vdovina,0,8,32624,82,?,?,Russian,Russia,UNRATED,1.85
-1,Ong-bak 2,A young Thai boxer learns the skills and inner meaning of martial arts.,3,cult film|elephant|jungle|martial arts|stylized violence,Action,4-Dec-08,98,Tony Jaa,Nirut Sirichanya,0,Petchtai Wongkamlao,0,Sarunyu Wongkrachang,0,6.2,25512,47,300000000,300000000,Thai,Thailand,R,2.35
?,Centurion,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,1,mushroom|mute|roman soldier|screaming|wood carving,Action Adventure Drama,30-Jul-10,97,Neil Marshall,Michael Fassbender,45302,JJ Feild,0,Dave Legeno,0,6.4,66687,62,?,?,English,UK,R,2.35
?,Silent Trigger,Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong Waxman and fellow assassin Clegg become that agency's prime targets.,2,assassin|die hard scenario|rangefinder|soldier|veteran,Action Drama Thriller,12-Oct-96,93,Russell Mulcahy,Christopher Heyerdahl,10328,Gina Bellman,62440,Conrad Dunn,0,5.6,2790,?,9000000,?,English,Canada,R,2.35
-1,The Midnight Meat Train,A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters ultimately butchering them in the most gruesome ways imaginable.,1,butcher|girlfriend|mute character|photographer|subway,Horror Mystery,7-Aug-08,100,RyÃ»hei Kitamura,Bradley Cooper,2159,Brooke Shields,52530,Leslie Bibb,33471,6.1,49014,58,15000000,15000000,English,USA,R,2.35
?,Winnie Mandela,A drama that chronicles the life of Winnie Mandela from her childhood through her marriage and her husband's incarceration.,2,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,Biography Drama History,6-Sep-13,104,Darrell Roodt,Jennifer Hudson,3990909,Wendy Crewson,0,Aubrey Poo,0,6,637,37,15000000,?,English,South Africa,R,?
-1,The Son of No One,A young cop is assigned to a precinct in the working class neighborhood where he grew up and an old secret threatens to destroy his life and his family.,1,housing project|letter|man with glasses|murder|subjective camera,Crime Drama Thriller,9-Jul-11,90,Dito Montiel,Channing Tatum,8692413,Al Pacino,0,Tracy Morgan,3253545,5.1,14601,36,15000000,15000000,English,USA,R,2.35
