ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
-1,All the Queen's Men,A mismatched team of British Special Services agents led by an American must infiltrate in disguise a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.,1,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,Comedy War Action,13-Dec-01,99,Stefan Ruzowitzky,Eddie Izzard,4680610,Udo Kier,0,Edward Fox,3296,4.5,2260,19,25000000,25000000,English,Germany,PG-13,2.35
-1,The Good Night,A former pop star who now writes commercial jingles for a living experiences a mid-life crisis.,1,commercial|dream|dreaming|girl|new york city,Comedy Drama Fantasy,18-Jan-08,93,Jake Paltrow,Stephen Graham,37451,Gael Le Cornec,0,Keith Allen,0,5.9,7629,49,15000000,15000000,English,USA,R,1.85
?,Bathory: Countess of Blood,Bathory is based on the legends surrounding the life and deeds of Countess Elizabeth Bathory known as the greatest murderess in the history of mankind. Contrary to popular belief Elizabeth...,1,bathory|countess|female protagonist|legend|virgin blood,Biography Drama Fantasy,10-Jul-08,141,Juraj Jakubisko,Anna Friel,18864,Hans Matheson,0,Franco Nero,545,6,3535,?,?,?,English,Slovakia,R,2.35
?,Khumba,Rejected by his superstitious herd a half-striped zebra embarks on a daring quest to earn his stripes but finds the courage and self-acceptance to save all the animals of the Great Karoo.,3,herd|ostrich|waterhole|wildebeest|zebra,Animation Adventure Family,25-Oct-13,85,Anthony Silverston,Liam Neeson,10701,Steve Buscemi,0,Loretta Devine,42442,5.8,4203,40,20000000,?,English,South Africa,NOT RATED,?
?,Automata,Jacq Vaucan is an insurance agent of ROC robotics corporation who investigates cases of robots violating their primary protocols against altering themselves. What he discovers will have profound consequences for the future of humanity.,1,child hitman|dystopia|future|robot|self repair,Action Sci-Fi Thriller,17-Oct-14,109,Gabe IbÃ¡Ã±ez,Birgitte Hjort SÃ¸rensen,0,Robert Forster,0,Melanie Griffith,134798,6.1,44366,37,7000000,?,English,Bulgaria,R,2.35
?,Dungeons & Dragons: Wrath of the Dragon God,?,2,combat|helmet|martial arts|medieval times|violence,Action Adventure Fantasy,1-Sep-05,105,Gerry Lively,Bruce Payne,0,Lucy Gaskell,0,Steven Elder,0,4.9,5064,?,15000000,?,English,Germany,NOT RATED,1.78
?,Chiamatemi Francesco - Il Papa della gente,The story of Pope Francis' life.,2,?,Biography,3-Dec-15,98,Daniele Luchetti,Maximilian Dirr,0,Rodrigo De la Serna,0,Ferdinando Vetere,0,5.6,101,?,15000000,?,Spanish,Italy,?,?
?,Shinjuku Incident,A simple Chinese immigrant wages a perilous war against one of the most powerful criminal organizations on the planet.,3,chinese|gang|gratitude|immigrant|japan,Action Crime Drama,2-Apr-09,119,Tung-Shing Yee,Bingbing Fan,2183,Daniel Wu,122946,Yasuaki Kurata,0,7.1,9459,63,15000000,?,Mandarin,Hong Kong,R,2.35
?,Pandaemonium,Friendship and betrayal between two poets during the French Revolution.,2,betrayal|french revolution|friendship|poet|revolution,Biography Drama,18-Apr-01,124,Julien Temple,Samantha Morton,19212,Dexter Fletcher,25380,Linus Roache,0,6.6,714,60,15000000,?,English,UK,PG-13,?
3.86,Groundhog Day,A weatherman finds himself inexplicably living the same day over and over again.,3,cult film|existentialism|groundhog day|time loop|trapped in a time loop,Comedy Fantasy Romance,12-Feb-93,101,Harold Ramis,Bill Murray,3178,Chris Elliott,31520,Willie Garson,70604,8,460134,72,14600000,14600000,English,USA,PG,1.85
3.46,Magic Mike XXL,Three years after Mike bowed out of the stripper life at the top of his game he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.,1,male bonding|male friendship|male objectification|muscular|stripper,Comedy Drama Music,1-Jul-15,115,Gregory Jacobs,Matt Bomer,595924,Channing Tatum,8692413,Kevin Nash,864426,5.7,41535,60,14800000,14800000,English,USA,R,2.35
2.2,Romeo + Juliet,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,1,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,Drama Romance,1-Nov-96,120,Baz Luhrmann,Leonardo DiCaprio,17151248,Harold Perrineau,38345,Brian Dennehy,0,6.8,173704,60,14500000,14500000,English,USA,PG-13,2.35
-0.23,Sarah's Key,In modern-day Paris a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious Vel' d'Hiv Roundup in 1942.,2,apartment|escape|jewish family|journalist|key,Drama War,22-Jul-11,111,Gilles Paquet-Brenner,Kristin Scott Thomas,0,Aidan Quinn,0,Arben Bajraktaraj,0,7.5,13523,59,10000000,10000000,French,France,PG-13,2.35
?,Freedom,Two men separated by 100 years are united in their search for freedom. In 1856 a slave Samuel Woodward and his family escape from the Monroe Plantation near Richmond Virginia. A secret ...,2,19th century|christian film|hymn|religion|slave,Drama Family Music,5-Apr-15,94,Peter Cousens,Sharon Leal,174875,David Rasche,0,Bart Shatto,0,6.1,1086,30,14500000,?,English,USA,R,?
6.02,Unforgiven,Retired Old West gunslinger William Munny reluctantly takes on one last job with the help of his old partner and a young man.,3,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,Drama Western,7-Aug-92,131,Clint Eastwood,Clint Eastwood,42308,Morgan Freeman,27677,Frances Fisher,22672,8.3,291116,82,14400000,14400000,English,USA,R,2.35
-0.99,Manderlay,A story of slavery set in the southern U.S. in the 1930s.,2,cotton|female frontal nudity|flogging|gangster|slavery,Drama,3-Jun-05,139,Lars von Trier,Bryce Dallas Howard,72193,Jeremy Davies,831,Jean-Marc Barr,2187,7.4,18933,46,14200000,14200000,English,Denmark,NOT RATED,2.35
8.42,Slumdog Millionaire,A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of Who Wants to be a Millionaire?,1,cheating|falling from height|murder|non professional cast|slum,Drama,25-Dec-08,120,Danny Boyle,Anil Kapoor,1279048,Saurabh Shukla,0,Ayush Mahesh Khedekar,0,8,665175,86,15000000,15000000,English,UK,R,2.35
10.19,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,1,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,Drama Thriller,18-Sep-87,119,Adrian Lyne,Fred Gwynne,0,Lois Smith,1964,Anne Archer,0,6.9,57256,67,14000000,14000000,English,USA,R,1.85
11.74,Pretty Woman,A man in a legal but hurtful business needs an escort for some social events and hires a beautiful prostitute he meets... only to fall in love.,1,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,Comedy Romance,23-Mar-90,119,Garry Marshall,Julia Roberts,6153,Hector Elizondo,0,Jason Alexander,459469,6.9,223033,51,14000000,14000000,English,USA,R,1.85
?,Towering Inferno,?,2,?,Comedy,10-Dec-82,65,John Blanchard,Martin Short,1678,Andrea Martin,26165,Joe Flaherty,0,9.7,22,?,?,?,English,Canada,?,1.33
5.92,Crocodile Dundee II,Australian outback expert protects his New York love from gangsters who've followed her down under.,1,australia|australian|crime boss|crocodile|gangster,Action Adventure Comedy,25-May-88,108,John Cornell,Paul Hogan,2945,Linda Kozlowski,0,John Meillon,0,5.5,45216,?,15800000,15800000,English,Australia,PG,2.35
?,Broken Horses,The bonds of brotherhood the laws of loyalty and the futility of violence in the shadows of the US Mexico border gang wars.,1,?,Action Crime Drama,10-Apr-15,101,Vidhu Vinod Chopra,MarÃ_a Valverde,0,Chris Marquette,1708,Chad Bishop,6533,5.7,1724,32,15000000,?,English,USA,R,2.35
4,Born on the Fourth of July,The biography of Ron Kovic. Paralyzed in the Vietnam war he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.,1,desert|drunkenness|religious mother|strict mother|vietnam war,Biography Drama War,5-Jan-90,145,Oliver Stone,Tom Cruise,6183863,Tom Berenger,0,Stephen Baldwin,57981,7.2,79579,75,14000000,14000000,English,USA,R,2.35
3.59,Cool Runnings,When a Jamaican sprinter is disqualified from the Olympic Games he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.,1,bobsled|coach|jamaica|olympic games|olympics,Adventure Comedy Family,1-Oct-93,98,Jon Turteltaub,Doug E. Doug,538,Leon,6386,Malik Yoba,217186,6.9,72366,?,15000000,15000000,English,USA,PG,1.85
2.44,My Bloody Valentine,Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming Tom finds himself suspected of committing the murders and it seems like his old flame is the only one that believes he's innocent.,1,coma|death|miner|valentine|valentine's day,Horror Thriller,16-Jan-09,101,Patrick Lussier,Jensen Ackles,2104867,Jaime King,238930,Edi Gathegi,94152,5.5,46591,51,15000000,15000000,English,USA,R,1.85
2.51,The Possession,A young girl buys an antique box at a yard sale unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.,1,basketball coach|box|jewish|rabbi|yard sale,Horror Thriller,31-Aug-12,92,Ole Bornedal,Kyra Sedgwick,88951,Madison Davenport,25325,Natasha Calis,4150,5.9,48775,45,14000000,14000000,English,USA,PG-13,2.35
?,First Blood,Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies forcing him to survive using his combat skills.,1,1980s|colonel|deputy|rambo|sheriff,Action Adventure Drama,22-Oct-82,93,Ted Kotcheff,Sylvester Stallone,2041447,Brian Dennehy,0,Chris Mulkey,0,7.7,178576,62,14000000,?,English,USA,R,2.35
3.38,Stomp the Yard,After the death of his brother An expert street dancer goes to Georgia to attend Truth University. But his efforts to get an education and woo the girl he likes are sidelined when he joins...,1,atlanta georgia|competition|dancer|death|fraternity,Drama Music Romance,12-Jan-07,109,Sylvain White,Chris Brown,19392484,Laz Alonso,309019,Harry Lennix,29438,5.3,19851,44,14000000,14000000,English,USA,PG-13,2.35
2.34,The Spy Who Loved Me,James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads with the help of a KGB agent whose lover he killed.,2,1970s|cult film|official james bond series|submarine|world war three,Action Adventure Thriller,3-Aug-77,125,Lewis Gilbert,Caroline Munro,0,Desmond Llewelyn,0,Barbara Bach,0,7.1,78795,?,14000000,14000000,English,UK,PG,2.35
?,Ghost Hunters,This one-hour weekly docu-soap from the creator/executive producer of American Chopper follows a group of real-life paranormal researchers as they investigate haunted houses throughout ...,1,ghost|paranormal|paranormal research|shaky cam,Documentary,6-Oct-04,60,?,Amy Bruni,192785,Steve Gonsalves,257566,Jason Hawes,306350,6.5,5668,?,?,?,English,USA,?,?
1.72,Urban Legend,A college student suspects a series of bizarre deaths are connected to certain urban legends.,1,campus|death|friend|professor|urban legend,Horror Mystery,25-Sep-98,99,Jamie Blanks,Alicia Witt,42637,Loretta Devine,42442,Julian Richings,14605,5.5,49122,35,14000000,14000000,English,USA,R,2.35
1.48,Dangerous Liaisons,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,1,catholic|corruption|emotional abuse|france|seduction,Drama Romance,24-Feb-89,119,Stephen Frears,Keanu Reeves,63844,Peter Capaldi,6024,Swoosie Kurtz,0,7.7,54053,74,14000000,14000000,English,USA,R,1.85
?,Good Deeds,Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey a single mother who works on the cleaning crew in his office building.,2,businessman|fight|mean brother|narrated by character|wordplay in title,Comedy Drama Romance,24-Feb-12,110,Tyler Perry,Eddie Cibrian,42957,Phylicia Rashad,0,Jamie Kennedy,123713,5.4,6483,43,?,?,English,USA,PG-13,2.35
1.49,White Fang,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,3,alaska|dog|friendship|gold|yukon,Adventure Drama,18-Jan-91,107,Randal Kleiser,Seymour Cassel,0,Klaus Maria Brandauer,0,Susan Hogan,1473,6.7,16124,?,14000000,14000000,English,USA,PG,1.85
1.19,Superstar,A nerdy Catholic schoolgirl Mary Katherine Gallagher dreams of superstardom.,1,dancing|orphan|school|special education|student,Comedy Romance,8-Oct-99,81,Bruce McCulloch,Will Ferrell,14082149,Elaine Hendrix,26660,Molly Shannon,0,5,15363,42,14000000,14000000,English,USA,PG-13,1.85
1.3,The Iron Lady,An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life from girlhood to British prime minister intervene.,1,british prime minister|female prime minister|politics|prime minister|told in flashback,Biography Drama,13-Jan-12,105,Phyllida Lloyd,Meryl Streep,3183,Jim Broadbent,0,Olivia Colman,0,6.4,85076,54,13000000,13000000,English,UK,PG-13,2.35
0.83,Jonah: A VeggieTales Movie,When the singing Veggies encounter some car trouble they're stranded at old rundown seafood joint where nothing is quite as it seems. As Bob the Tomato and the kids settle in to wait for ...,1,anthropomorphism|pirate|pirate ship|tomato|whale,Animation Adventure Comedy,4-Oct-02,82,Mike Nawrocki,Phil Vischer,0,Mike Nawrocki,0,Shelby Vischer,0,6.5,3216,58,14000000,14000000,English,USA,G,1.85
0.97,Poetic Justice,In this film we see the world through the eyes of main character Justice a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.,3,african american|mail carrier|poetry|postal worker|south central los angeles,Drama Romance,23-Jul-93,109,John Singleton,Janet Jackson,3389972,Khandi Alexander,0,Maya Angelou,584077,5.9,9286,51,14000000,14000000,English,USA,R,1.85
0.82,All About the Benjamins,A bounty hunter chases and catches suspects all over Miami . He ends up getting shot at and start to second guess his job as a bounty hunter . While he feels he need to be making more and ...,1,black comedy|bounty hunter|diamond|machismo|money,Action Comedy Crime,8-Mar-02,95,Kevin Bray,Mike Epps,3158872,Roger Guenveur Smith,0,Gino Salvano,0,5.8,9919,34,14000000,14000000,English,USA,R,2.35
-0.01,Vampire in Brooklyn,Maximillian is the only survivor from a race of vampires on a Caribbean Island and as a vampire he must find a mate to keep the line from ending. He knows that a child had been born to a ...,1,blood|destiny|nightmare|partner|vampire,Comedy Fantasy Horror,27-Oct-95,100,Wes Craven,John Witherspoon,0,W. Earl Brown,3641,Allen Payne,0,4.5,17841,27,20000000,20000000,English,USA,R,1.85
?,Exorcist II: The Heretic,A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile a priest investigates the death of the girl's exorcist.,3,demon|exorcism|locust|priest|repressed memory,Horror,17-Jun-77,118,John Boorman,Linda Blair,15712,Richard Burton,34995,Ned Beatty,0,3.7,16934,?,14000000,?,English,USA,R,1.85
0.16,An American Haunting,Based on the true events of the only case in US History where a spirit caused the death of a man.,1,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,Horror Mystery Thriller,5-May-06,83,Courtney Solomon,Sissy Spacek,0,James D'Arcy,42486,Vernon Dobtcheff,0,5,22615,38,14000000,14000000,English,UK,PG-13,2.35
0.11,My Boss's Daughter,When a young man agrees to housesit for his boss he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter. But he doesn't ...,2,boss' daughter|crush|house sitter|housesitting|love interest,Comedy Romance,22-Aug-03,86,David Zucker,Carmen Electra,393875,Tyler Labine,31507,Molly Shannon,0,4.6,24664,?,14000000,14000000,English,USA,PG-13,1.85
